{'quesion_id': 0, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626314243.2738693}
{'quesion_id': 0, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626314248.563552}
{'quesion_id': 0, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626314263.6593134}
{'quesion_id': 0, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626314272.8517833}
{'quesion_id': 0, 'doc_id': 3, 'ans': 6, 'time_stamp': 1626314279.7560375}
{'quesion_id': 0, 'doc_id': 4, 'ans': 6, 'time_stamp': 1626314288.1977022}
{'quesion_id': 0, 'doc_id': 5, 'ans': 6, 'time_stamp': 1626314294.2611217}
{'quesion_id': 0, 'doc_id': 5, 'ans': 5, 'time_stamp': 1626314303.7399864}
{'quesion_id': 0, 'doc_id': 5, 'ans': 8, 'time_stamp': 1626314323.8744667}
{'quesion_id': 0, 'doc_id': 5, 'ans': 7, 'time_stamp': 1626314331.0241175}
{'quesion_id': 1, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626314458.8144367}
{'quesion_id': 1, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626314461.1831276}
{'quesion_id': 1, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626314468.5132432}
{'quesion_id': 1, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626314474.0617344}
{'quesion_id': 1, 'doc_id': 2, 'ans': 7, 'time_stamp': 1626314485.4444826}
{'quesion_id': 2, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626314509.7691925}
{'quesion_id': 2, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626314514.192432}
{'quesion_id': 2, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626314523.1017897}
{'quesion_id': 2, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626314531.184599}
{'quesion_id': 2, 'doc_id': 2, 'ans': 5, 'time_stamp': 1626314544.853568}
{'quesion_id': 2, 'doc_id': 2, 'ans': 8, 'time_stamp': 1626314567.7040446}
{'quesion_id': 2, 'doc_id': 2, 'ans': 7, 'time_stamp': 1626314574.3425372}
{'quesion_id': 3, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626314620.502486}
{'quesion_id': 3, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626314623.6143963}
{'quesion_id': 3, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626314631.239998}
{'quesion_id': 3, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626314638.741692}
{'quesion_id': 3, 'doc_id': 3, 'ans': 6, 'time_stamp': 1626314646.4771938}
{'quesion_id': 3, 'doc_id': 4, 'ans': 6, 'time_stamp': 1626314656.4322093}
{'quesion_id': 3, 'doc_id': 4, 'ans': 7, 'time_stamp': 1626314665.2014575}
{'quesion_id': 4, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626314728.532647}
{'quesion_id': 4, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626314734.6127026}
{'quesion_id': 4, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626314746.017489}
{'quesion_id': 4, 'doc_id': 1, 'ans': 5, 'time_stamp': 1626314753.489838}
{'quesion_id': 4, 'doc_id': 1, 'ans': 8, 'time_stamp': 1626314762.6116884}
{'quesion_id': 4, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626314766.377193}
{'quesion_id': 4, 'doc_id': 2, 'ans': 5, 'time_stamp': 1626314773.5193512}
{'quesion_id': 4, 'doc_id': 2, 'ans': 8, 'time_stamp': 1626314785.1999967}
{'quesion_id': 4, 'doc_id': 3, 'ans': 6, 'time_stamp': 1626314788.8241603}
{'quesion_id': 4, 'doc_id': 4, 'ans': 6, 'time_stamp': 1626314804.7661817}
{'quesion_id': 4, 'doc_id': 4, 'ans': 5, 'time_stamp': 1626314813.0466838}
{'quesion_id': 4, 'doc_id': 4, 'ans': 8, 'time_stamp': 1626314835.931664}
{'quesion_id': 4, 'doc_id': 4, 'ans': 7, 'time_stamp': 1626314837.5239356}
{'quesion_id': 5, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626314894.752379}
{'quesion_id': 5, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626314897.5291102}
{'quesion_id': 5, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626314904.0781515}
{'quesion_id': 5, 'doc_id': 1, 'ans': 5, 'time_stamp': 1626314911.1411989}
{'quesion_id': 5, 'doc_id': 1, 'ans': 8, 'time_stamp': 1626314919.695235}
{'quesion_id': 5, 'doc_id': 1, 'ans': 7, 'time_stamp': 1626314921.3486943}
{'quesion_id': 6, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626314948.2246711}
{'quesion_id': 6, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626314952.3192344}
{'quesion_id': 6, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626314962.4068754}
{'quesion_id': 6, 'doc_id': 1, 'ans': 7, 'time_stamp': 1626314968.3036828}
{'quesion_id': 7, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626314991.161439}
{'quesion_id': 7, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626314994.141722}
{'quesion_id': 7, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315001.9093597}
{'quesion_id': 7, 'doc_id': 1, 'ans': 5, 'time_stamp': 1626315007.4677541}
{'quesion_id': 7, 'doc_id': 1, 'ans': 8, 'time_stamp': 1626315016.8672378}
{'quesion_id': 7, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626315018.6462898}
{'quesion_id': 7, 'doc_id': 2, 'ans': 5, 'time_stamp': 1626315025.6986742}
{'quesion_id': 7, 'doc_id': 2, 'ans': 8, 'time_stamp': 1626315036.370831}
{'quesion_id': 7, 'doc_id': 2, 'ans': 7, 'time_stamp': 1626315038.563313}
{'quesion_id': 8, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315064.081355}
{'quesion_id': 8, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315066.5253656}
{'quesion_id': 8, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315083.7575135}
{'quesion_id': 8, 'doc_id': 1, 'ans': 5, 'time_stamp': 1626315092.3950412}
{'quesion_id': 8, 'doc_id': 1, 'ans': 8, 'time_stamp': 1626315116.9095733}
{'quesion_id': 8, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626315119.8738973}
{'quesion_id': 8, 'doc_id': 2, 'ans': 5, 'time_stamp': 1626315127.7429497}
{'quesion_id': 8, 'doc_id': 2, 'ans': 8, 'time_stamp': 1626315141.5538495}
{'quesion_id': 8, 'doc_id': 3, 'ans': 6, 'time_stamp': 1626315142.8235981}
{'quesion_id': 8, 'doc_id': 4, 'ans': 6, 'time_stamp': 1626315148.7252066}
{'quesion_id': 8, 'doc_id': 5, 'ans': 6, 'time_stamp': 1626315160.6746087}
{'quesion_id': 8, 'doc_id': 5, 'ans': 7, 'time_stamp': 1626315168.4812522}
{'quesion_id': 9, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315214.7518873}
{'quesion_id': 9, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315217.420526}
{'quesion_id': 9, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626315224.5122516}
{'quesion_id': 9, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626315234.9222066}
{'quesion_id': 9, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315236.4101093}
{'quesion_id': 9, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626315246.1403592}
{'quesion_id': 9, 'doc_id': 3, 'ans': 6, 'time_stamp': 1626315252.1052895}
{'quesion_id': 9, 'doc_id': 3, 'ans': 5, 'time_stamp': 1626315260.58747}
{'quesion_id': 9, 'doc_id': 3, 'ans': 8, 'time_stamp': 1626315277.6089692}
{'quesion_id': 9, 'doc_id': 3, 'ans': 7, 'time_stamp': 1626315278.9053345}
{'quesion_id': 10, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315313.6639476}
{'quesion_id': 10, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315318.7567701}
{'quesion_id': 10, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315333.8040893}
{'quesion_id': 10, 'doc_id': 1, 'ans': 7, 'time_stamp': 1626315343.629222}
{'quesion_id': 11, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315377.7337093}
{'quesion_id': 11, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315379.6985362}
{'quesion_id': 11, 'doc_id': 0, 'ans': 7, 'time_stamp': 1626315387.2479365}
{'quesion_id': 12, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315405.1843877}
{'quesion_id': 12, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315408.0295541}
{'quesion_id': 12, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315414.2136774}
{'quesion_id': 12, 'doc_id': 1, 'ans': 7, 'time_stamp': 1626315420.4804716}
{'quesion_id': 13, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315434.3215272}
{'quesion_id': 13, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315438.2029645}
{'quesion_id': 13, 'doc_id': 0, 'ans': 7, 'time_stamp': 1626315446.0039897}
{'quesion_id': 14, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315457.68536}
{'quesion_id': 14, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315460.0816085}
{'quesion_id': 14, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315471.5545738}
{'quesion_id': 14, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626315479.3801825}
{'quesion_id': 14, 'doc_id': 3, 'ans': 6, 'time_stamp': 1626315486.056855}
{'quesion_id': 14, 'doc_id': 4, 'ans': 6, 'time_stamp': 1626315492.4498143}
{'quesion_id': 14, 'doc_id': 5, 'ans': 6, 'time_stamp': 1626315501.350993}
{'quesion_id': 14, 'doc_id': 6, 'ans': 6, 'time_stamp': 1626315506.4349453}
{'quesion_id': 14, 'doc_id': 7, 'ans': 6, 'time_stamp': 1626315512.371979}
{'quesion_id': 14, 'doc_id': 8, 'ans': 6, 'time_stamp': 1626315520.8361018}
{'quesion_id': 14, 'doc_id': 8, 'ans': 7, 'time_stamp': 1626315529.1649978}
{'quesion_id': 15, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315591.64643}
{'quesion_id': 15, 'doc_id': 15, 'ans': 10, 'time_stamp': 1626315596.9745097}
{'quesion_id': 15, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315599.3981435}
{'quesion_id': 15, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315616.9395432}
{'quesion_id': 15, 'doc_id': 1, 'ans': 5, 'time_stamp': 1626315622.9388988}
{'quesion_id': 15, 'doc_id': 1, 'ans': 8, 'time_stamp': 1626315637.6376827}
{'quesion_id': 15, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626315639.8046534}
{'quesion_id': 15, 'doc_id': 2, 'ans': 7, 'time_stamp': 1626315645.6572618}
{'quesion_id': 16, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315668.945789}
{'quesion_id': 16, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315680.2274132}
{'quesion_id': 16, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626315686.4549646}
{'quesion_id': 16, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626315692.544449}
{'quesion_id': 16, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315694.3692117}
{'quesion_id': 16, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626315700.1513114}
{'quesion_id': 16, 'doc_id': 2, 'ans': 5, 'time_stamp': 1626315705.518398}
{'quesion_id': 16, 'doc_id': 2, 'ans': 8, 'time_stamp': 1626315712.5806441}
{'quesion_id': 16, 'doc_id': 3, 'ans': 6, 'time_stamp': 1626315714.001907}
{'quesion_id': 16, 'doc_id': 3, 'ans': 5, 'time_stamp': 1626315719.410093}
{'quesion_id': 16, 'doc_id': 3, 'ans': 8, 'time_stamp': 1626315727.7458541}
{'quesion_id': 16, 'doc_id': 4, 'ans': 6, 'time_stamp': 1626315729.7572818}
{'quesion_id': 16, 'doc_id': 4, 'ans': 7, 'time_stamp': 1626315735.2134182}
{'quesion_id': 17, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315774.676192}
{'quesion_id': 17, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315776.8685882}
{'quesion_id': 17, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626315783.4268892}
{'quesion_id': 17, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626315794.2144437}
{'quesion_id': 17, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315795.4410186}
{'quesion_id': 17, 'doc_id': 1, 'ans': 5, 'time_stamp': 1626315802.647701}
{'quesion_id': 17, 'doc_id': 1, 'ans': 8, 'time_stamp': 1626315814.6961007}
{'quesion_id': 17, 'doc_id': 1, 'ans': 7, 'time_stamp': 1626315817.276558}
{'quesion_id': 18, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315833.5768049}
{'quesion_id': 18, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315836.3415456}
{'quesion_id': 18, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315843.0957012}
{'quesion_id': 18, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626315850.7703009}
{'quesion_id': 18, 'doc_id': 2, 'ans': 7, 'time_stamp': 1626315858.476305}
{'quesion_id': 19, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626315872.520747}
{'quesion_id': 19, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626315874.824789}
{'quesion_id': 19, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626315881.1502254}
{'quesion_id': 19, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626315887.189286}
{'quesion_id': 19, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626315888.853725}
{'quesion_id': 19, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626315893.8817549}
{'quesion_id': 19, 'doc_id': 2, 'ans': 5, 'time_stamp': 1626315900.717347}
{'quesion_id': 19, 'doc_id': 2, 'ans': 8, 'time_stamp': 1626315911.685673}
{'quesion_id': 19, 'doc_id': 3, 'ans': 6, 'time_stamp': 1626315917.3243024}
{'quesion_id': 19, 'doc_id': 3, 'ans': 5, 'time_stamp': 1626315938.4549901}
{'quesion_id': 19, 'doc_id': 3, 'ans': 8, 'time_stamp': 1626315950.2449155}
{'quesion_id': 19, 'doc_id': 3, 'ans': 7, 'time_stamp': 1626315956.072905}
{'quesion_id': 20, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626316004.3438601}
{'quesion_id': 20, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626316007.051222}
{'quesion_id': 20, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626316012.8015022}
{'quesion_id': 20, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626316018.8747132}
{'quesion_id': 20, 'doc_id': 0, 'ans': 7, 'time_stamp': 1626316020.17233}
{'quesion_id': 21, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626316033.8263893}
{'quesion_id': 21, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626316036.1453102}
{'quesion_id': 21, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626316044.158959}
{'quesion_id': 21, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626316050.3326986}
{'quesion_id': 21, 'doc_id': 0, 'ans': 7, 'time_stamp': 1626316054.766161}
{'quesion_id': 22, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626316067.710442}
{'quesion_id': 22, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626316070.1023743}
{'quesion_id': 22, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626316077.5646446}
{'quesion_id': 22, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626316086.8294895}
{'quesion_id': 22, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626316088.3430264}
{'quesion_id': 22, 'doc_id': 1, 'ans': 5, 'time_stamp': 1626316096.0036647}
{'quesion_id': 22, 'doc_id': 1, 'ans': 8, 'time_stamp': 1626316106.9883647}
{'quesion_id': 22, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626316108.579808}
{'quesion_id': 22, 'doc_id': 2, 'ans': 5, 'time_stamp': 1626316115.4934852}
{'quesion_id': 22, 'doc_id': 2, 'ans': 8, 'time_stamp': 1626316128.7074156}
{'quesion_id': 22, 'doc_id': 2, 'ans': 7, 'time_stamp': 1626316130.57648}
{'quesion_id': 23, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626316154.9336162}
{'quesion_id': 23, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626316159.8876472}
{'quesion_id': 23, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626316167.1248667}
{'quesion_id': 23, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626316194.4814665}
{'quesion_id': 23, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626316195.7627747}
{'quesion_id': 23, 'doc_id': 1, 'ans': 5, 'time_stamp': 1626316201.0296738}
{'quesion_id': 23, 'doc_id': 1, 'ans': 8, 'time_stamp': 1626316211.2558799}
{'quesion_id': 23, 'doc_id': 1, 'ans': 7, 'time_stamp': 1626316212.9572673}
{'quesion_id': 24, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626316235.0873024}
{'quesion_id': 24, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626316237.222462}
{'quesion_id': 24, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626316245.7127888}
{'quesion_id': 24, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626316251.9121811}
{'quesion_id': 24, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626316253.3069031}
{'quesion_id': 24, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626316259.2098696}
