{'quesion_id': 0, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625278358.0680983}
{'quesion_id': 0, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625278627.242341}
{'quesion_id': 0, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625278644.091096}
{'quesion_id': 0, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625278655.137341}
{'quesion_id': 0, 'doc_id': 3, 'ans': 6, 'time_stamp': 1625278663.5583954}
{'quesion_id': 0, 'doc_id': 4, 'ans': 6, 'time_stamp': 1625278674.710748}
{'quesion_id': 0, 'doc_id': 5, 'ans': 6, 'time_stamp': 1625278687.5571826}
{'quesion_id': 0, 'doc_id': 5, 'ans': 7, 'time_stamp': 1625278696.8104548}
{'quesion_id': 1, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625278782.0211635}
{'quesion_id': 1, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625278787.4529192}
{'quesion_id': 1, 'doc_id': 0, 'ans': 5, 'time_stamp': 1625278796.4303129}
{'quesion_id': 1, 'doc_id': 0, 'ans': 8, 'time_stamp': 1625278807.1706142}
{'quesion_id': 1, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625278810.2369688}
{'quesion_id': 1, 'doc_id': 1, 'ans': 5, 'time_stamp': 1625278815.6791139}
{'quesion_id': 1, 'doc_id': 1, 'ans': 8, 'time_stamp': 1625278822.6213953}
{'quesion_id': 1, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625278824.5965772}
{'quesion_id': 1, 'doc_id': 2, 'ans': 5, 'time_stamp': 1625278830.2761607}
{'quesion_id': 1, 'doc_id': 2, 'ans': 8, 'time_stamp': 1625278845.0092745}
{'quesion_id': 1, 'doc_id': 3, 'ans': 6, 'time_stamp': 1625278848.4346957}
{'quesion_id': 1, 'doc_id': 3, 'ans': 5, 'time_stamp': 1625278854.873695}
{'quesion_id': 1, 'doc_id': 3, 'ans': 8, 'time_stamp': 1625278866.375371}
{'quesion_id': 1, 'doc_id': 3, 'ans': 7, 'time_stamp': 1625278872.679867}
{'quesion_id': 2, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625278943.0405014}
{'quesion_id': 2, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625278954.1481183}
{'quesion_id': 2, 'doc_id': 0, 'ans': 5, 'time_stamp': 1625278962.142998}
{'quesion_id': 2, 'doc_id': 0, 'ans': 8, 'time_stamp': 1625278993.0849273}
{'quesion_id': 2, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625278995.4582794}
{'quesion_id': 2, 'doc_id': 1, 'ans': 5, 'time_stamp': 1625279003.177976}
{'quesion_id': 2, 'doc_id': 1, 'ans': 8, 'time_stamp': 1625279020.7890975}
{'quesion_id': 2, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625279023.4923704}
{'quesion_id': 2, 'doc_id': 2, 'ans': 5, 'time_stamp': 1625279029.9818213}
{'quesion_id': 2, 'doc_id': 2, 'ans': 8, 'time_stamp': 1625279047.1765425}
{'quesion_id': 2, 'doc_id': 3, 'ans': 6, 'time_stamp': 1625279067.1450014}
{'quesion_id': 2, 'doc_id': 3, 'ans': 5, 'time_stamp': 1625279073.2563746}
{'quesion_id': 2, 'doc_id': 3, 'ans': 8, 'time_stamp': 1625279082.3155713}
{'quesion_id': 2, 'doc_id': 4, 'ans': 6, 'time_stamp': 1625279084.7975457}
{'quesion_id': 2, 'doc_id': 4, 'ans': 5, 'time_stamp': 1625279090.9602847}
{'quesion_id': 2, 'doc_id': 4, 'ans': 8, 'time_stamp': 1625279097.763413}
{'quesion_id': 2, 'doc_id': 5, 'ans': 6, 'time_stamp': 1625279100.4149792}
{'quesion_id': 2, 'doc_id': 6, 'ans': 6, 'time_stamp': 1625279106.7189262}
{'quesion_id': 2, 'doc_id': 7, 'ans': 6, 'time_stamp': 1625279112.2339597}
