{'quesion_id': 0, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625882878.1991608}
{'quesion_id': 0, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625882893.6936395}
{'quesion_id': 0, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625882910.9783223}
{'quesion_id': 0, 'doc_id': 1, 'ans': 7, 'time_stamp': 1625882918.689547}
{'quesion_id': 1, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625882991.81959}
{'quesion_id': 1, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883003.6845098}
{'quesion_id': 1, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883009.2446275}
{'quesion_id': 1, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625883015.7264051}
{'quesion_id': 1, 'doc_id': 3, 'ans': 6, 'time_stamp': 1625883020.6495419}
{'quesion_id': 1, 'doc_id': 3, 'ans': 7, 'time_stamp': 1625883045.7952878}
{'quesion_id': 2, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883094.9125364}
{'quesion_id': 2, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883110.2122736}
{'quesion_id': 2, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883122.5612676}
{'quesion_id': 2, 'doc_id': 1, 'ans': 7, 'time_stamp': 1625883134.062848}
{'quesion_id': 3, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883167.846695}
{'quesion_id': 3, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883172.5393476}
{'quesion_id': 3, 'doc_id': 0, 'ans': 7, 'time_stamp': 1625883182.2176676}
{'quesion_id': 4, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883196.7222493}
{'quesion_id': 4, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883207.3883991}
{'quesion_id': 4, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883219.3495553}
{'quesion_id': 4, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625883226.484673}
{'quesion_id': 4, 'doc_id': 3, 'ans': 6, 'time_stamp': 1625883237.2681222}
{'quesion_id': 4, 'doc_id': 3, 'ans': 7, 'time_stamp': 1625883245.33034}
{'quesion_id': 5, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883319.680558}
{'quesion_id': 5, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883336.281891}
{'quesion_id': 5, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883359.9955919}
{'quesion_id': 5, 'doc_id': 1, 'ans': 7, 'time_stamp': 1625883370.873633}
{'quesion_id': 6, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883389.4395428}
{'quesion_id': 6, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883392.9783626}
{'quesion_id': 6, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883400.222435}
{'quesion_id': 6, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625883405.8214195}
{'quesion_id': 6, 'doc_id': 2, 'ans': 7, 'time_stamp': 1625883417.1043942}
{'quesion_id': 7, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883530.3291106}
{'quesion_id': 7, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883532.802353}
{'quesion_id': 7, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883538.182422}
{'quesion_id': 7, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625883543.6745458}
{'quesion_id': 7, 'doc_id': 3, 'ans': 6, 'time_stamp': 1625883549.9235587}
{'quesion_id': 7, 'doc_id': 3, 'ans': 7, 'time_stamp': 1625883557.741305}
{'quesion_id': 8, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883580.796879}
{'quesion_id': 8, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883584.3936749}
{'quesion_id': 8, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883591.2409637}
{'quesion_id': 8, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625883600.2748523}
{'quesion_id': 8, 'doc_id': 3, 'ans': 6, 'time_stamp': 1625883605.974744}
{'quesion_id': 8, 'doc_id': 3, 'ans': 7, 'time_stamp': 1625883614.8173404}
{'quesion_id': 9, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883676.255542}
{'quesion_id': 9, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883679.5124457}
{'quesion_id': 9, 'doc_id': 0, 'ans': 7, 'time_stamp': 1625883685.4999633}
{'quesion_id': 10, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883696.3107886}
{'quesion_id': 10, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883698.4993033}
{'quesion_id': 10, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883707.7919917}
{'quesion_id': 10, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625883713.0524788}
{'quesion_id': 10, 'doc_id': 3, 'ans': 6, 'time_stamp': 1625883720.9499102}
{'quesion_id': 10, 'doc_id': 4, 'ans': 6, 'time_stamp': 1625883727.7642212}
{'quesion_id': 10, 'doc_id': 5, 'ans': 6, 'time_stamp': 1625883739.9332771}
{'quesion_id': 10, 'doc_id': 6, 'ans': 6, 'time_stamp': 1625883749.6029701}
{'quesion_id': 10, 'doc_id': 7, 'ans': 6, 'time_stamp': 1625883755.0582504}
{'quesion_id': 10, 'doc_id': 8, 'ans': 6, 'time_stamp': 1625883770.263249}
{'quesion_id': 10, 'doc_id': 8, 'ans': 7, 'time_stamp': 1625883781.4205034}
{'quesion_id': 11, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883815.8648474}
{'quesion_id': 11, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883818.3276248}
{'quesion_id': 11, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883840.537959}
{'quesion_id': 11, 'doc_id': 1, 'ans': 7, 'time_stamp': 1625883846.3844426}
{'quesion_id': 12, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883866.60004}
{'quesion_id': 12, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883869.3427608}
{'quesion_id': 12, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883883.818043}
{'quesion_id': 12, 'doc_id': 1, 'ans': 7, 'time_stamp': 1625883891.986051}
{'quesion_id': 13, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625883945.7106528}
{'quesion_id': 13, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625883947.8878212}
{'quesion_id': 13, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625883960.6983056}
{'quesion_id': 13, 'doc_id': 2, 'ans': 6, 'time_stamp': 1625883981.5094504}
{'quesion_id': 13, 'doc_id': 3, 'ans': 6, 'time_stamp': 1625883987.8507645}
{'quesion_id': 13, 'doc_id': 4, 'ans': 6, 'time_stamp': 1625884001.1952488}
{'quesion_id': 13, 'doc_id': 5, 'ans': 6, 'time_stamp': 1625884006.1617398}
{'quesion_id': 13, 'doc_id': 6, 'ans': 6, 'time_stamp': 1625884011.5081632}
{'quesion_id': 13, 'doc_id': 6, 'ans': 7, 'time_stamp': 1625884026.1792245}
{'quesion_id': 14, 'doc_id': 15, 'ans': 9, 'time_stamp': 1625884152.2395508}
{'quesion_id': 14, 'doc_id': 0, 'ans': 6, 'time_stamp': 1625884154.3748646}
{'quesion_id': 14, 'doc_id': 1, 'ans': 6, 'time_stamp': 1625884159.8682723}
