{'quesion_id': 0, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626074297.8069549}
{'quesion_id': 0, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626074308.242974}
{'quesion_id': 0, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626074323.2098923}
{'quesion_id': 0, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626074332.7893045}
{'quesion_id': 0, 'doc_id': 3, 'ans': 6, 'time_stamp': 1626074340.3593636}
{'quesion_id': 0, 'doc_id': 4, 'ans': 6, 'time_stamp': 1626074350.0773911}
{'quesion_id': 0, 'doc_id': 4, 'ans': 5, 'time_stamp': 1626074355.7885814}
{'quesion_id': 0, 'doc_id': 4, 'ans': 8, 'time_stamp': 1626074365.5419562}
{'quesion_id': 0, 'doc_id': 5, 'ans': 6, 'time_stamp': 1626074372.4967513}
{'quesion_id': 0, 'doc_id': 5, 'ans': 5, 'time_stamp': 1626074378.6332762}
{'quesion_id': 0, 'doc_id': 5, 'ans': 8, 'time_stamp': 1626074384.961406}
{'quesion_id': 0, 'doc_id': 6, 'ans': 6, 'time_stamp': 1626074386.0553546}
{'quesion_id': 0, 'doc_id': 6, 'ans': 5, 'time_stamp': 1626074393.0385902}
{'quesion_id': 0, 'doc_id': 6, 'ans': 8, 'time_stamp': 1626074399.1858087}
{'quesion_id': 0, 'doc_id': 7, 'ans': 6, 'time_stamp': 1626074401.2545688}
{'quesion_id': 0, 'doc_id': 7, 'ans': 5, 'time_stamp': 1626074406.5993588}
{'quesion_id': 0, 'doc_id': 7, 'ans': 8, 'time_stamp': 1626074412.894323}
{'quesion_id': 0, 'doc_id': 7, 'ans': 7, 'time_stamp': 1626074414.6908107}
{'quesion_id': 1, 'doc_id': 15, 'ans': 9, 'time_stamp': 1626074466.7722461}
{'quesion_id': 1, 'doc_id': 0, 'ans': 6, 'time_stamp': 1626074470.2559044}
{'quesion_id': 1, 'doc_id': 0, 'ans': 5, 'time_stamp': 1626074476.218823}
{'quesion_id': 1, 'doc_id': 0, 'ans': 8, 'time_stamp': 1626074493.7814372}
{'quesion_id': 1, 'doc_id': 1, 'ans': 6, 'time_stamp': 1626074495.0473583}
{'quesion_id': 1, 'doc_id': 1, 'ans': 5, 'time_stamp': 1626074500.5747576}
{'quesion_id': 1, 'doc_id': 1, 'ans': 8, 'time_stamp': 1626074507.2985508}
{'quesion_id': 1, 'doc_id': 2, 'ans': 6, 'time_stamp': 1626074508.4276767}
{'quesion_id': 1, 'doc_id': 2, 'ans': 5, 'time_stamp': 1626074513.5621018}
{'quesion_id': 1, 'doc_id': 2, 'ans': 8, 'time_stamp': 1626074522.8020086}
